dec_date,dec_region,dec_total nitrogen,dec_total phosphorus,dec_dissolved phosphorus,dec_chlorophyll-a,dec_secchi depth,dec_temperature
2024-07-05,Main Lake South,0.40499999999999997,13.1,8.95,3.89,,
2024-07-06,Main Lake South,0.40499999999999997,13.1,8.95,3.89,,
2024-07-07,Main Lake South,0.40499999999999997,13.1,8.95,3.89,,
2024-07-08,Main Lake South,0.40499999999999997,13.1,8.95,3.89,,
2024-07-09,Main Lake South,0.40499999999999997,13.1,8.95,3.89,,
2024-07-10,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-11,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-12,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-13,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-14,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-15,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-16,Main Lake South,0.42999999999999994,13.274999999999999,9.150000000000004,5.919999999999996,,
2024-07-17,Main Lake South,0.45499999999999996,13.45,9.350000000000001,7.95,,
2024-07-18,Main Lake South,0.45499999999999996,13.45,9.350000000000001,7.95,,
2024-07-19,Main Lake South,0.4475,14.7,8.625000000000004,9.724999999999996,,
2024-07-20,Main Lake South,0.425,19.166666666666668,9.016666666666671,10.449999999999998,,
2024-07-21,Main Lake South,0.425,19.166666666666668,9.016666666666671,10.449999999999998,,
2024-07-22,Main Lake South,0.425,19.166666666666668,9.016666666666671,10.449999999999998,,
2024-07-23,Main Lake South,0.425,19.166666666666668,9.016666666666671,10.449999999999998,,
2024-07-24,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-25,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-26,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-27,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-28,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-29,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-30,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-07-31,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-08-01,Main Lake South,0.41,22.025,8.850000000000005,11.699999999999998,,
2024-08-02,Main Lake South,0.36,20.725,9.8,10.579999999999997,,
2024-08-03,Main Lake South,0.33999999999999997,13.35,9.8,9.26,,
2024-08-04,Main Lake South,0.33999999999999997,13.35,9.8,9.26,,
2024-08-05,Main Lake South,0.33999999999999997,13.35,9.8,9.26,,
2024-08-06,Main Lake South,0.33999999999999997,13.35,9.8,9.26,,
2024-08-07,Main Lake South,0.33999999999999997,13.35,9.8,9.26,,
2024-08-08,Main Lake South,0.33999999999999997,13.35,9.8,9.26,,
2024-08-09,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-10,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-11,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-12,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-13,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-14,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-15,Main Lake South,0.345,14.0,10.025000000000004,8.664999999999996,,
2024-08-16,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-17,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-18,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-19,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-20,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-21,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-22,Main Lake South,0.35,14.65,10.25,8.07,,
2024-08-23,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-24,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-25,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-26,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-27,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-28,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-29,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-30,Main Lake South,0.385,13.95,7.7,7.71,,
2024-08-31,Main Lake South,0.39,13.399999999999999,8.000000000000004,7.759999999999996,,
2024-09-01,Main Lake South,0.39,13.399999999999999,8.000000000000004,7.759999999999996,,
2024-09-02,Main Lake South,0.39,13.399999999999999,8.000000000000004,7.759999999999996,,
2024-09-03,Main Lake South,0.39,13.399999999999999,8.000000000000004,7.759999999999996,,
2024-09-04,Main Lake South,0.39,13.399999999999999,8.000000000000004,7.759999999999996,,
2024-09-05,Main Lake South,0.39,13.399999999999999,8.000000000000004,7.759999999999996,,
2024-09-06,Main Lake South,0.405,12.225,8.200000000000003,6.669999999999996,,
2024-09-07,Main Lake South,0.405,12.225,8.200000000000003,6.669999999999996,,
2024-09-08,Main Lake South,0.405,12.225,8.200000000000003,6.669999999999996,,
2024-09-09,Main Lake South,0.405,12.225,8.200000000000003,6.669999999999996,,
2024-09-10,Main Lake South,0.405,12.225,8.200000000000003,6.669999999999996,,
2024-09-11,Main Lake South,0.405,12.225,8.200000000000003,6.669999999999996,,
2024-09-12,Main Lake South,0.4000000000000001,12.283333333333333,8.366666666666669,6.323333333333331,,
2024-09-13,Main Lake South,0.4000000000000001,12.283333333333333,8.366666666666669,6.323333333333331,,
2024-09-14,Main Lake South,0.4025000000000001,12.0,8.400000000000004,5.5799999999999965,,
2024-09-15,Main Lake South,0.4025000000000001,12.0,8.400000000000004,5.5799999999999965,,
2024-09-16,Main Lake South,0.4025000000000001,12.0,8.400000000000004,5.5799999999999965,,
2024-09-17,Main Lake South,0.4025000000000001,12.0,8.400000000000004,5.5799999999999965,,
2024-09-18,Main Lake South,0.4025000000000001,12.0,8.400000000000004,5.5799999999999965,,
2024-09-19,Main Lake South,0.4025000000000001,12.0,8.400000000000004,5.5799999999999965,,
2024-09-20,Main Lake South,0.39,12.4,8.7,5.63,,
2024-09-21,Main Lake South,0.39,12.4,8.7,5.63,,
2024-09-22,Main Lake South,0.39,12.4,8.7,5.63,,
2024-09-23,Main Lake South,0.39,12.4,8.7,5.63,,
2024-09-24,Main Lake South,0.39,12.4,8.7,5.63,,
2024-09-25,Main Lake South,0.39125,12.375,8.575000000000003,4.092499999999996,,
2024-09-26,Main Lake South,0.3925,12.350000000000001,8.450000000000001,2.5549999999999997,,
2024-09-27,Main Lake South,0.3925,12.350000000000001,8.450000000000001,2.5549999999999997,,
2024-09-28,Main Lake South,0.3925,12.350000000000001,8.450000000000001,2.5549999999999997,,
2024-09-29,Main Lake South,0.3925,12.350000000000001,8.450000000000001,2.5549999999999997,,
2024-09-30,Main Lake South,0.3925,12.350000000000001,8.450000000000001,2.5549999999999997,,
2024-10-01,Main Lake South,0.3925,12.350000000000001,8.450000000000001,2.5549999999999997,,
2024-10-02,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-03,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-04,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-05,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-06,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-07,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-08,Main Lake South,0.38375000000000004,11.9,9.225000000000005,9.027499999999996,,
2024-10-09,Main Lake South,0.375,11.45,10.0,15.5,,
2024-10-10,Main Lake South,0.375,11.45,10.0,15.5,,
2024-10-11,Main Lake South,0.375,11.45,10.0,15.5,,
2014-04-28,Malletts Bay,,,,,,
2014-04-29,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-04-30,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-01,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-02,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-03,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-04,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-05,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-06,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-07,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-08,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-09,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-10,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-11,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-12,Malletts Bay,0.47,19.8,10.5,1.37,1.3,4.8
2014-05-13,Malletts Bay,,,,,,
2014-05-14,Malletts Bay,,,,,,
2014-05-15,Malletts Bay,,,,,,
2014-05-16,Malletts Bay,,,,,,
2014-05-17,Malletts Bay,,,,,,
2014-05-18,Malletts Bay,,,,,,
2014-05-19,Malletts Bay,,,,,,
2014-05-20,Malletts Bay,,,,,,
2014-05-21,Malletts Bay,0.44,14.3,7.5,3.41,2.0,14.1
2014-05-22,Malletts Bay,0.44,14.3,7.5,3.41,2.0,14.1
2014-05-23,Malletts Bay,0.44,14.3,7.5,3.41,2.0,14.1
2014-05-24,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-25,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-26,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-27,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-28,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-29,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-30,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-05-31,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-06-01,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-06-02,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-06-03,Malletts Bay,0.425,13.45,7.4,4.585,2.15,14.25
2014-06-04,Malletts Bay,0.41,12.6,7.3,5.76,2.3,14.4
2014-06-05,Malletts Bay,0.41,12.6,7.3,5.76,2.3,14.4
2014-06-06,Malletts Bay,0.425,14.549999999999999,9.65,3.7649999999999997,3.1999999999999997,16.25
2014-06-07,Malletts Bay,0.44,16.5,12.0,1.77,4.1,18.1
2014-06-08,Malletts Bay,0.44,16.5,12.0,1.77,4.1,18.1
2014-06-09,Malletts Bay,0.44,16.5,12.0,1.77,4.1,18.1
2014-06-10,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-11,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-12,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-13,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-14,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-15,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-16,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-17,Malletts Bay,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
2014-06-18,Malletts Bay,0.4166666666666667,14.183333333333332,8.5,2.3833333333333333,4.266666666666667,19.900000000000002
2014-06-19,Malletts Bay,0.4166666666666667,14.183333333333332,8.5,2.3833333333333333,4.266666666666667,19.900000000000002
2014-06-20,Malletts Bay,0.405,13.024999999999999,6.75,2.6900000000000004,4.3500000000000005,20.8
2014-06-21,Malletts Bay,0.405,13.024999999999999,6.75,2.6900000000000004,4.3500000000000005,20.8
2014-06-22,Malletts Bay,0.405,13.024999999999999,6.75,2.6900000000000004,4.3500000000000005,20.8
2014-06-23,Malletts Bay,0.405,13.024999999999999,6.75,2.6900000000000004,4.3500000000000005,20.8
2014-06-24,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-06-25,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-06-26,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-06-27,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-06-28,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-06-29,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-06-30,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-07-01,Malletts Bay,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
2014-07-02,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-03,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-04,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-05,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-06,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-07,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-08,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-09,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-10,Malletts Bay,0.395,11.2,6.6,5.47,3.6,22.6
2014-07-11,Malletts Bay,0.4075,10.725,5.925,4.68,3.55,22.55
2014-07-12,Malletts Bay,0.4075,10.725,5.925,4.68,3.55,22.55
2014-07-13,Malletts Bay,0.4075,10.725,5.925,4.68,3.55,22.55
2014-07-14,Malletts Bay,0.4075,10.725,5.925,4.68,3.55,22.55
2014-07-15,Malletts Bay,0.40166666666666667,10.516666666666667,5.633333333333333,4.883333333333333,3.6666666666666665,22.666666666666668
2014-07-16,Malletts Bay,0.405,10.175,5.1499999999999995,4.59,3.7,22.7
2014-07-17,Malletts Bay,0.405,10.175,5.1499999999999995,4.59,3.7,22.7
2014-07-18,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-19,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-20,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-21,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-22,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-23,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-24,Malletts Bay,0.40166666666666667,10.1,5.133333333333333,3.8966666666666665,3.9,22.96666666666667
2014-07-25,Malletts Bay,0.39250000000000007,10.025,5.074999999999999,3.8999999999999995,4.1,23.200000000000003
2014-07-26,Malletts Bay,0.39250000000000007,10.025,5.074999999999999,3.8999999999999995,4.1,23.200000000000003
2014-07-27,Malletts Bay,0.39250000000000007,10.025,5.074999999999999,3.8999999999999995,4.1,23.200000000000003
2014-07-28,Malletts Bay,0.39250000000000007,10.025,5.074999999999999,3.8999999999999995,4.1,23.200000000000003
2014-07-29,Malletts Bay,0.395,9.95,5.1,2.51,4.3,23.5
2014-07-30,Malletts Bay,0.395,9.95,5.1,2.51,4.3,23.5
2014-07-31,Malletts Bay,0.395,9.95,5.1,2.51,4.3,23.5
2014-08-01,Malletts Bay,,,,,,
2014-08-02,Malletts Bay,0.37,9.75,5.800000000000001,2.74,5.1,22.0
2014-08-03,Malletts Bay,0.37,9.75,5.800000000000001,2.74,5.1,22.0
2014-08-04,Malletts Bay,0.37,9.75,5.800000000000001,2.74,5.1,22.0
2014-08-05,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-06,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-07,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-08,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-09,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-10,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-11,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-12,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-13,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-14,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-15,Malletts Bay,0.365,9.5,5.5,3.049999999999999,5.199999999999999,22.7
2014-08-16,Malletts Bay,0.3625,9.075,5.85,3.8249999999999993,4.5,22.799999999999997
2014-08-17,Malletts Bay,0.3625,9.075,5.85,3.8249999999999993,4.5,22.799999999999997
2014-08-18,Malletts Bay,0.3625,9.075,5.85,3.8249999999999993,4.5,22.799999999999997
2014-08-19,Malletts Bay,0.365,8.9,6.5,4.29,3.7,22.2
2014-08-20,Malletts Bay,0.365,8.9,6.5,4.29,3.7,22.2
2014-08-21,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-22,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-23,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-24,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-25,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-26,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-27,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-28,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-29,Malletts Bay,0.37,9.575,6.3,2.3949999999999996,5.0,22.049999999999997
2014-08-30,Malletts Bay,0.375,10.25,6.1,0.5,6.3,21.9
2014-08-31,Malletts Bay,0.375,10.25,6.1,0.5,6.3,21.9
2014-09-01,Malletts Bay,0.375,10.25,6.1,0.5,6.3,21.9
2014-09-02,Malletts Bay,0.375,10.25,6.1,0.5,6.3,21.9
2014-09-03,Malletts Bay,0.375,9.925,6.2,2.049999999999999,5.55,21.799999999999997
2014-09-04,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-05,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-06,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-07,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-08,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-09,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-10,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-11,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-12,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-13,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-14,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-15,Malletts Bay,0.375,9.6,6.300000000000001,3.6,4.8,21.7
2014-09-16,Malletts Bay,0.3775,10.2,5.825,3.474999999999999,4.6,21.7
2014-09-17,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-18,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-19,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-20,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-21,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-22,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-23,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-24,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-25,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-26,Malletts Bay,0.38,10.8,5.35,3.35,4.4,
2014-09-27,Malletts Bay,0.28500000000000003,10.625,5.7749999999999995,3.5699999999999994,5.15,16.7
2014-09-28,Malletts Bay,0.28500000000000003,10.625,5.7749999999999995,3.5699999999999994,5.15,16.7
2014-09-29,Malletts Bay,0.28500000000000003,10.625,5.7749999999999995,3.5699999999999994,5.15,16.7
2014-09-30,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-01,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-02,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-03,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-04,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-05,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-06,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-07,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-08,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-09,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-10,Malletts Bay,0.19,10.45,6.199999999999999,3.79,5.9,16.7
2014-10-11,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-12,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-13,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-14,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-15,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-16,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-17,Malletts Bay,0.33,9.4,5.0,2.78,4.0,
2014-10-18,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-19,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-20,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-21,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-22,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-23,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-24,Malletts Bay,0.3375,9.125,5.175,2.639999999999999,4.0,
2014-10-25,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-10-26,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-10-27,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-10-28,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-10-29,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-10-30,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-10-31,Malletts Bay,0.345,8.850000000000001,5.35,2.5,4.0,
2014-11-01,Malletts Bay,,,,,,
2014-11-02,Malletts Bay,,,,,,
2014-11-03,Malletts Bay,,,,,,
2014-11-04,Malletts Bay,,,,,,
2014-11-05,Malletts Bay,,,,,,
2014-11-06,Malletts Bay,,,,,,
2014-11-07,Malletts Bay,,,,,,
2014-11-08,Malletts Bay,,,,,,
2014-11-09,Malletts Bay,,,,,,
2014-11-10,Malletts Bay,,,,,,
2014-11-11,Malletts Bay,,,,,,
2014-11-12,Malletts Bay,,,,,,
2014-11-13,Malletts Bay,,,,,,
2014-11-14,Malletts Bay,,,,,,
2014-11-15,Malletts Bay,,,,,,
2014-11-16,Malletts Bay,,,,,,
2014-11-17,Malletts Bay,,,,,,
2014-11-18,Malletts Bay,,,,,,
2014-11-19,Malletts Bay,,,,,,
2014-11-20,Malletts Bay,,,,,,
2014-11-21,Malletts Bay,,,,,,
2014-11-22,Malletts Bay,,,,,,
2014-11-23,Malletts Bay,,,,,,
2014-11-24,Malletts Bay,,,,,,
2014-11-25,Malletts Bay,,,,,,
2014-11-26,Malletts Bay,,,,,,
2014-11-27,Malletts Bay,,,,,,
2014-11-28,Malletts Bay,,,,,,
2014-11-29,Malletts Bay,,,,,,
2014-11-30,Malletts Bay,,,,,,
2014-12-01,Malletts Bay,,,,,,
2014-12-02,Malletts Bay,,,,,,
2014-12-03,Malletts Bay,,,,,,
2014-12-04,Malletts Bay,,,,,,
2014-12-05,Malletts Bay,,,,,,
2014-12-06,Malletts Bay,,,,,,
2014-12-07,Malletts Bay,,,,,,
2014-12-08,Malletts Bay,,,,,,
2014-12-09,Malletts Bay,,,,,,
2014-12-10,Malletts Bay,,,,,,
2014-12-11,Malletts Bay,,,,,,
2014-12-12,Malletts Bay,,,,,,
2014-12-13,Malletts Bay,,,,,,
2014-12-14,Malletts Bay,,,,,,
2014-12-15,Malletts Bay,,,,,,
2014-12-16,Malletts Bay,,,,,,
2014-12-17,Malletts Bay,,,,,,
2014-12-18,Malletts Bay,,,,,,
2014-12-19,Malletts Bay,,,,,,
2014-12-20,Malletts Bay,,,,,,
2014-12-21,Malletts Bay,,,,,,
2014-12-22,Malletts Bay,,,,,,
2014-12-23,Malletts Bay,,,,,,
2014-12-24,Malletts Bay,,,,,,
2014-12-25,Malletts Bay,,,,,,
2014-12-26,Malletts Bay,,,,,,
2014-12-27,Malletts Bay,,,,,,
2014-12-28,Malletts Bay,,,,,,
2014-12-29,Malletts Bay,,,,,,
2014-12-30,Malletts Bay,,,,,,
2014-12-31,Malletts Bay,,,,,,
2015-01-01,Malletts Bay,,,,,,
2015-01-02,Malletts Bay,,,,,,
2015-01-03,Malletts Bay,,,,,,
2015-01-04,Malletts Bay,,,,,,
2015-01-05,Malletts Bay,,,,,,
2015-01-06,Malletts Bay,,,,,,
2015-01-07,Malletts Bay,,,,,,
2015-01-08,Malletts Bay,,,,,,
2015-01-09,Malletts Bay,,,,,,
2015-01-10,Malletts Bay,,,,,,
2015-01-11,Malletts Bay,,,,,,
2015-01-12,Malletts Bay,,,,,,
2015-01-13,Malletts Bay,,,,,,
2015-01-14,Malletts Bay,,,,,,
2015-01-15,Malletts Bay,,,,,,
2015-01-16,Malletts Bay,,,,,,
2015-01-17,Malletts Bay,,,,,,
2015-01-18,Malletts Bay,,,,,,
2015-01-19,Malletts Bay,,,,,,
2015-01-20,Malletts Bay,,,,,,
2015-01-21,Malletts Bay,,,,,,
2015-01-22,Malletts Bay,,,,,,
2015-01-23,Malletts Bay,,,,,,
2015-01-24,Malletts Bay,,,,,,
2015-01-25,Malletts Bay,,,,,,
2015-01-26,Malletts Bay,,,,,,
2015-01-27,Malletts Bay,,,,,,
2015-01-28,Malletts Bay,,,,,,
2015-01-29,Malletts Bay,,,,,,
2015-01-30,Malletts Bay,,,,,,
2015-01-31,Malletts Bay,,,,,,
2015-02-01,Malletts Bay,,,,,,
2015-02-02,Malletts Bay,,,,,,
2015-02-03,Malletts Bay,,,,,,
2015-02-04,Malletts Bay,,,,,,
2015-02-05,Malletts Bay,,,,,,
