REPORTDATE,REPORTTIME,WATERBODY,REGION,MUNICIPALITY,SITE,STATION,BLOOMINTENSITY,REPORTFREQUENCY,AFFILIATION,WEBSTATUS,DETAILS,WATERTEMP,WATERSURFACE,CYANOTAXA,OTHERTAXA,MICROCYSTIN,ANATOXIN,LATITUDE,LONGITUDE
08/23/2021, 11:30 AM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Supplemental,MWA Volunteer,Generally Safe,"Supplemental updated to conditions. Cloudy. Gentle winds. Little rain and some brisk winds the past two days. Today, the clarity and surface were much clearer. Updating to 1d.",74.0,Calm,,,,,44.93745741,-72.21739952
08/26/2021, 12:20 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,"Partly cloudy. Hot, nearly 90F air temp. 2021aug24 there was a suction dredge operation to ""de-weed"" northside of marina. Clarity generally improved. Microscopically just some Spirogyra sp and a few cyano sp.",74.0,Calm,,,,,44.93763968,-72.21782867
09/02/2021, 12:45 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,"Cloudy now. Breeze picking up. Sporadic short duration downpours the last 24 hrs. Water more turbid the the past few days. Lake level fluctuating less than a foot. Microscopically.  Newport Marina sample. Observed broken parts & pieces of zooplankton, filamentous green algae and debris. A few Anabaena sp.",72.0,Calm,,,,,44.93739665,-72.21739952
09/09/2021, 12:10 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,"Resubmit for Newport Marina because glitch may have interrupted attaching photos. Water turbid with some surface dusty & debris. Vegetation pushed to the shore. Generally 1d, Jar test relatively clear 1c.",67.0,Calm,,,,,44.93739665,-72.21714203
09/14/2021, 3:45 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,During the morning noticed some scattered light surface collections along the Farrant St bluff and around the Newport Marina. But they dispersed within 30 to 40 minutes. I was able to return in the late afternoon to monitor the the area from Newport Belle House south of Farrant’s Point to Prouty Bay.  Observed both sides of the Newport Marina - 20x20 ft areas in the corners are category 2.,68.0,Calm,,,,,44.93803461,-72.21790377
09/16/2021, 12:50 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Routine - Weekly,MWA Volunteer,Low Alert,"Foggy AM. Sunny and calm. Cat 2 both north and south sides of marina. Cyano streaking conditions less, generally seems trapped within veg or protected areas.  Lighting makes it difficult to ascertain the extent. Microscopically observed multiple cyano species but much less count than yesterday.",67.0,Calm,,,,,44.93770044,-72.21765701
09/17/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,"Delayed in reporting but want to offer some additional observations of the bloom. Only had a chance in the morning to check the status. Unfortunately the lighting on the north shore made it difficult to observe or photograph with the shadows. Seems to be clearer by the shore but may still have some cyano among the veg. Will follow-up. The south side was obvious along about 20ft off the shore, all within the veg growth (with filamentous green algae drop) that parallels. Also the south corner was about 5x5 ft of cat 2.",,Calm,,,,,44.93791309,-72.21787159
09/19/2021, 10:45 AM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,"Able to better photograph the spread of the cat 2 on the south side of the marina. Extent in corner 20x20ft and today has spread southward between the corridor of vegetation and rock shore for @100ft. Narrows to about 2ft wide at the south end (near the railroad bridge). The water is disturbed near the bridge from gentle wind and water flow under the bridge.  No accumulations noticed farther east of the bridge along the south shore of lake to the condos unit. Sharing several photos to document the bloom condition - shows different lighting can hind or expose the condition. The wide-A is what I can see overlooking the area; wide-AA different angle and enhanced the image; close view is what see looking down at close range (the same area that has the sun reflection in the wide-AA view).  North side is clearer near the shore and still turbid in the boat dock area, can not see what is within the veg.) No sample.",,Calm,,,,,44.93763968,-72.21748535
09/23/2021, 1:00 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,"Brisk wind out of south. Newport Marina north and south - looks clear of cat2. Today, no obvious cyano surface accumulations. Been generally trending toward improvement the past couple of days",65.0,Calm,,,,,44.93797385,-72.21804325
09/30/2021, 3:10 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1c - No Cyanobacteria Observed - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,Cloudy. Breezier earlier with intermittent showers. Can clearly see through the 2ft of water along the near shore and all around the marina. Some surface veg debris. Some of the best clarity all summer!,,Calm,,,,,44.93782196,-72.21765701
10/06/2021, 4:20 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,3 - Cyano bloom in progress (include photos),Supplemental,MWA Volunteer,High Alert,"Reporting delayed because had several reports to file and internet connectivity issues. Due to the unusual number of local inquiries and follow-ups also decided to check my routine monitoring locations. 4:20PM Observed conditions north and south as well as within boat basin for a distance of at least 500ft. Dominantly cat3 with some cat2 mixed in along the shores. Cat3 extended 10 to 20ft into the lake. Southward toward the railroad bridge, noticed the bloom extended beyond the typical corridor helmed by the vegetative growth. Could not discern the extent within the vegetated area north of the marina.  Totally green under the boats!  I could not see (did not access private property) if the water surface between Farrant’s Point and the Newport Marina was also covered with green scum. No sample.",,Calm,,,,,44.93727514,-72.21748535
10/07/2021, 12:40 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,3 - Cyano bloom in progress (include photos),Routine - Weekly,MWA Volunteer,High Alert,Continued surveillance of bloom conditions. A little improved. North side is mix of cat 2 & 3. Under the boats within the dock area is Cat 3. Mix cat 2 & 3 along southern shore. Cat 3 seems most confined within the marina boat area and trapped in the vegetated areas. Sample taken at location of temp.,62.0,Calm,,,,,44.93703211,-72.21748535
10/09/2021, 12:10 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,"Follow-up on bloom. Noticed great improvement yesterday (Oct07) evening, even after all the activity of lifting boats out of the water. Today clearly cat 1d. Some turbidity but no obvious signs of cyano under boats, in corners or along the shore. Jar was relatively clear.",60.0,Calm,,,,,44.93770044,-72.21765701
10/13/2021, 11:40 AM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Routine - Weekly,MWA Volunteer,Low Alert,"Routine sample from the south end of marina. Observed the water was turbid but could still see vegetation in the water less than 4 ft deep. Some cyano floating on surface and some accumulations south along the shore for an estimated distance of 25ft but could be more.  The width extending into the water was at least  20ft at the south end of the marina structure, might be further, under the floating docks. Jar test also confirms cat 2. Cat 2 is most obvious near the southern bulkhead area where material does tend to get push. North side was so turbid could not see the bottom. I am not sure if there might have been some recent boat movement, also as approached watched a flock take flight which may also stirred up the area. Difficult to see if cyano was present.",60.0,Calm,,,,,44.93785233,-72.21778576
10/17/2021, 1:40 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Supplemental,MWA Volunteer,Generally Safe,Bloom follow-up. Sample 1:40PM at routine location on south end along rocks. Both south and north as well as what I could see in the dock area assessed visually as cat 1d. Confirmed turbidity at north side was result of recent boat movement.,59.0,Calm,,,,,44.9377612,-72.21765701
10/20/2021, 2:10 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Routine - Weekly,MWA Volunteer,Low Alert,"Causally passed the area yesterday afternoon, conditions were 1d.  Today’s routine visit - observed 2 conditions all around the marina - south, north and within the docks. Estimate distance of 500ft. Noticed streaks and streaming all along the southern shore to the RR bridge. Varied in intensity and depth ranged from 1ft to 5ft. Sample/temp routine site (south), but before I was able to do the grab a boat wake stirred up the area.",57.0,Calm,,,,,44.93788271,-72.21774284
10/21/2021, 12:15 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Supplemental,MWA Volunteer,Generally Safe,"Overcast, calm, drizzle. Visually observed relatively clear water, some floating veg debris. No visual hint of bloom or remnants. There were wind waves that washed the shore over night.",,Calm,,,,,44.93788271,-72.21765701
10/27/2021, 12:40 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,"Partly sunny, windy. The north side was more turbid so collected a second sample. Some runoff via the culvert and noticeable sedimentation. Water level is very low!",50.0,Rolling,,,,,44.93788271,-72.2179145
11/03/2021, 1:30 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Weekly,MWA Volunteer,Generally Safe,Change of routine day. Overcast. Surprised the temp is up a couple of degrees. (Monitor later emailed LF/PI that she initially had the incorrect temp. so LF revised it to 45 degrees F.).  Water level is up a foot. A hint of isolated faint green patch at surface on the weekend but by the time came back to grab sample it was gone. Continued to check daily but did not reappear.,45.0,Calm,,,,,44.93791309,-72.2179145
11/04/2021, 1:55 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1d - Little Cyano Observed - recreation not impaired (include photos),Supplemental,MWA Volunteer,Generally Safe,General turbidity. Surface crud. Water is up another foot.,45.0,Calm,,,,,44.93779158,-72.21782867
11/07/2021, 5:15 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,2 - Cyano present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,"Document causal observation per recommendation of Lori Fisher, LCC. No photos or sample. Passing by the area around dusk - probably around 5 to 5:15PM. Light dim but enough to see some streaking on the water. Looked a lot like what I have previous seen during early phase of cat 2 bloom conditions in the south corner of the marina. There was not enough light on the north side to make out any thing special on the water.  Returned by 10AM the next morning (Nov 8) and found the area was clear.  I have observed similar situations and kept returning at different times over the next couple of days.  Today (Nov10) did a routine monitor and no indication of bloom conditions.",,Calm,,,,,44.93791309,-72.21802179
11/10/2021, 12:10 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1c - No Cyanobacteria Observed - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,Sunday evening (Nov 7) there was a hint of cyano in south corner. The next morning all was clear. Not reported.  Water level up another foot. Water clarity good to 3ft.,45.0,Calm,,,,,44.93770044,-72.21774284
11/11/2021, 2:45 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1c - No Cyanobacteria Observed - other material present,Supplemental,MWA Volunteer,Generally Safe,Partly cloudy. Some modest disturbance on the north side wetland area from bird activity. Water relatively clear near shore.,45.0,Calm,,,,,44.93763968,-72.21748535
11/17/2021, 3:45 PM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1c - No Cyanobacteria Observed - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,"Calm. overcast. Generally clear.  Notes:. cold enough overnight for thin ice layer in puddles, small ponds and around emergent veg of some near shore calm locations.",38.0,Calm,,,,,44.93783715,-72.21800033
11/24/2021, 11:22 AM, Lake Memphremagog ,Other, Newport ,478.0, Newport Marina ,1c - No Cyanobacteria Observed - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,"Calm, sunny.  Overnight freezing temps and dusting of snow. Some ice still observable in quiet ponded areas. Water clarity more than 3 but less than 4 ft.  Some fines on the surface. Note there are still plenty of geese & other waterfowl in area. Jar test clear. Cat 1c.",37.8,Calm,,,,,44.93794347,-72.21808616
06/24/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1d - Little Cyano present - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,18.0,White Caps,,,,,44.96644609,-72.22566892
07/08/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",2 - Cyano present - less than bloom levels (include photos),Routine - Biweekly,VT DEC,Low Alert,,21.0,Calm,Dolichospermum ; Woronichinia ; Aphanothece ; Aphanizomenon,,<0.16,<0.5,44.9662639,-72.22386648
07/20/2021, 9:45 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1a - No Cyanobacteria Observed - clear water,Routine - Biweekly,VT DEC,Generally Safe,,23.0,Calm,,,,,44.96665863,-72.22661306
08/05/2021, 10:15 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,20.0,Calm,Dolichospermum ; Microcystis ; Woronichinia ; Aphanothece ; Aphanocapsa ; Aphanizomenon ; Lyngbya ; Chroococcus ; Pseudanabaena,,,,44.96649016,-72.22560001
09/02/2021, 10:00 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,22.0,Rolling,,,,,44.9662639,-72.22498228
09/15/2021, 10:00 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,21.0,White Caps,,,,,44.96649016,-72.2256
09/30/2021, 10:00 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,17.0,Rolling,,,,,44.96605136,-72.22562601
10/19/2021, 10:00 AM, Lake Memphremagog ,Other, Newport ,479.0," VT DEC Station 3, Memphremagog ",1a - No Cyanobacteria Observed - clear water,Routine - Biweekly,VT DEC,Generally Safe,,17.0,White Caps,,,,,44.96649016,-72.2256
06/24/2021, 10:50 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1d - Little Cyano present - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,18.0,White Caps,Dolichospermum ; Microcystis ; Woronichinia ; Aphanothece,,,,44.98180795,-72.21644213
07/08/2021, 10:45 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",2 - Cyano present - less than bloom levels (include photos),Routine - Biweekly,VT DEC,Low Alert,,21.0,Calm,,,<0.16,<0.5,44.98114013,-72.21275141
07/20/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1a - No Cyanobacteria Observed - clear water,Routine - Biweekly,VT DEC,Generally Safe,,23.0,Calm,none,,<0.16,<0.5,44.98168653,-72.21639921
08/05/2021, 10:45 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,20.0,Calm,Dolichospermum ; Microcystis ; Woronichinia ; Aphanothece ; Aphanocapsa ; Aphanizomenon ; Chroococcus ; Pseudanabaena,,,,44.98179082,-72.21679591
09/02/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,22.0,Rolling,Coelosphaerium; Dolichospermum; Microcystis; Woronichinia,,,,44.98179082,-72.21679591
09/15/2021, 10:15 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,21.0,White Caps,Aphanizomenon; Aphanocapsa; Dolichospermum; Lyngba; Microcystis; Woronichinia; Aphanothece,,,,44.98179082,-72.2167959
09/30/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,17.0,Rolling,Aphanizomenon; Dolichospermum; Lyngba; Microcystis; Woronichinia,,,,44.98179082,-72.2167959
10/19/2021, 10:30 AM, Lake Memphremagog ,Other, Newport ,480.0," VT DEC Station 4, Memphremagog ",1a - No Cyanobacteria Observed - clear water,Routine - Biweekly,VT DEC,Generally Safe,,17.0,White Caps,,,,,44.98179082,-72.2167959
06/28/2021, 9:50 AM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,70.0,Calm,,,,,43.88368505,-72.24306868
07/05/2021, 10:40 AM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Supplemental,VT DEC Volunteer,Generally Safe,,71.7,Calm,,,,,43.88368505,-72.24307298
07/12/2021, 11:09 AM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,67.0,Calm,,,,,43.8838027,-72.24274246
07/19/2021, 11:53 AM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,68.0,Calm,,,,,43.88310564,-72.24377954
07/26/2021, 1:30 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,72.0,Calm,,,,,43.88396163,-72.2432943
08/02/2021, 2:15 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,70.0,Calm,,,,,43.88501098,-72.24426009
08/16/2021, 1:45 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,77.0,Calm,,,,,43.88416961,-72.24432869
08/24/2021, 11:25 AM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,79.4,Calm,,,,,43.88372427,-72.24353893
08/30/2021, 12:15 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,74.1,Calm,,,,,43.88404595,-72.24319557
09/06/2021, 1:44 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,72.2,Calm,,,,,43.88421911,-72.24271497
09/13/2021, 1:45 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,71.2,Calm,,,,,43.88426886,-72.2424999
09/21/2021, 12:30 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,68.8,Calm,,,,,43.88365003,-72.24343596
09/27/2021, 3:10 PM, Lake Fairlee , Other, Fairlee ,481.0," Outlet, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,66.7,Calm,,,,,43.88399646,-72.24295527
06/28/2021, 9:55 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,76.0,Calm,,,,,43.89031804,-72.22687599
07/05/2021, 10:15 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,72.7,Calm,,,,,43.89031804,-72.22687599
07/12/2021, 10:15 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,74.0,Calm,,,,,43.89031804,-72.22687599
07/19/2021, 10:47 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,43.89031804,-72.22687599
07/26/2021, 10:00 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,43.89031804,-72.22687599
08/02/2021, 11:11 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,72.0,Calm,,,,,43.89031804,-72.22687599
08/16/2021, 1:55 PM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,79.0,Calm,,,,,43.89362122,-72.22187539
08/24/2021, 11:05 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,78.3,Calm,,,,,43.89008331,-72.2270939
08/30/2021, 12:29 PM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,75.4,Calm,,,,,43.89034316,-72.22654446
09/06/2021, 1:58 PM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,74.3,Calm,,,,,43.89089985,-72.22675043
09/13/2021, 1:55 PM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,71.4,Calm,,,,,43.89104831,-72.22726548
09/21/2021, 11:40 AM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,71.2,Calm,,,,,43.89015759,-72.22685344
09/27/2021, 2:55 PM, Lake Fairlee , Other, Fairlee ,482.0," VT F&W Access, Lake Fairlee ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,68.4,Calm,,,,,43.89099878,-72.22743704
07/08/2021, 10:10 AM, Lake Memphremagog ,Other, Newport Town ,484.0," Whipple Point F&W Access, Lake Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,21.0,Calm,none,,<0.16,<0.5,44.95355534,-72.23214914
07/12/2021, 12:45 PM, Lake Memphremagog ,Other, Newport Town ,484.0," Whipple Point F&W Access, Lake Memphremagog ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.95405761,-72.23356439
07/20/2021, 9:30 AM, Lake Memphremagog ,Other, Newport Town ,484.0," Whipple Point F&W Access, Lake Memphremagog ",1a - No Cyanobacteria Observed - clear water,Routine - Biweekly,VT DEC,Generally Safe,,23.0,Calm,none,,<0.16,<0.5,44.95417033,-72.23375846
08/05/2021, 11:15 AM, Lake Memphremagog ,Other, Newport Town ,484.0," Whipple Point F&W Access, Lake Memphremagog ",1d - Little Cyano Observed - recreation not impaired (include photos),Supplemental,VT DEC,Generally Safe,Sample drop off to lab,20.0,Calm,,,<0.16,<0.5,44.95403285,-72.23361389
08/25/2021, 2:55 PM, Lake Memphremagog ,Other, Newport Town ,484.0," Whipple Point F&W Access, Lake Memphremagog ",1b - No Cyanobacteria Observed - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,72.0,Calm,,,,,44.95385263,-72.23358546
06/21/2021, 11:50 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.9224089,-73.07921713
06/29/2021, 10:25 AM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.92241662,-73.07918495
07/06/2021, 1:13 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,43.92247909,-73.07921067
07/13/2021, 12:20 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,43.92241662,-73.07921713
07/20/2021, 11:08 AM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.92243208,-73.07923323
07/27/2021, 10:45 AM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.92243208,-73.07922786
08/03/2021, 1:26 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.92243981,-73.07917958
08/10/2021, 1:43 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,43.92245526,-73.07916349
08/18/2021, 12:02 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,raining,,Calm,,,,,43.92242435,-73.07919568
09/01/2021, 11:47 AM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,43.92247845,-73.07920641
09/08/2021, 12:35 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.92246773,-73.07922899
09/14/2021, 1:25 PM, Lake Dunmore ,Other, Salisbury ,485.0," Pine Lane, Salisbury VT ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,43.92243208,-73.07921713
06/28/2021, 10:30 AM, Lake Pinneo , Other, Hartford ,486.0," Beach, Lake Pinneo ",1a - No Cyanobacteria Observed - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,43.64960404,-72.43196066
