vct_report_date,vct_region,vct_water_surface,vct_water_temp,vct_anabaena,vct_aphanizomenon,vct_microcystin,vct_oscillatoria,vct_day_of_year
2017-09-12,Main Lake South,0.4166666666666667,68.005,1.0,1.0,1.0,0.0,254
2017-09-13,Main Lake South,0.5208333333333334,68.25625,1.0,1.0,1.0,0.0,255
2017-09-14,Main Lake South,0.5833333333333334,69.13125,1.0,1.0,1.0,0.0,256
2017-09-15,Main Lake South,0.5,68.63333333333333,1.0,1.0,0.0,0.0,257
2017-09-16,Main Lake South,0.25,69.39999999999999,1.0,1.0,0.0,0.0,258
2017-09-17,Main Lake South,0.1875,68.55,1.0,1.0,0.0,0.0,259
2017-09-18,Main Lake South,0.1875,68.55,1.0,1.0,0.0,0.0,260
2017-09-19,Main Lake South,0.1875,67.16666666666667,0.0,0.0,0.0,0.0,261
2017-09-20,Main Lake South,0.15,67.625,0.0,0.0,0.0,0.0,262
2017-09-21,Main Lake South,0.23333333333333334,69.1375,1.0,1.0,0.0,0.0,263
2017-09-22,Main Lake South,0.23333333333333334,69.1375,1.0,1.0,0.0,0.0,264
2017-09-23,Main Lake South,0.3,69.67083333333335,1.0,1.0,0.0,0.0,265
2017-09-24,Main Lake South,0.3,70.89444444444446,1.0,1.0,0.0,0.0,266
2017-09-25,Main Lake South,0.25,70.89444444444446,1.0,1.0,0.0,0.0,267
2017-09-26,Main Lake South,0.25,73.42083333333335,1.0,1.0,1.0,1.0,268
2017-09-27,Main Lake South,0.25,74.50416666666668,1.0,1.0,1.0,1.0,269
2017-09-28,Main Lake South,0.1111111111111111,76.10416666666667,1.0,1.0,1.0,1.0,270
2017-09-29,Main Lake South,0.09523809523809523,76.10416666666667,1.0,1.0,1.0,1.0,271
2017-09-30,Main Lake South,0.047619047619047616,75.94583333333333,1.0,1.0,1.0,1.0,272
2017-10-01,Main Lake South,0.05555555555555555,75.94583333333333,1.0,1.0,1.0,1.0,273
2017-10-02,Main Lake South,0.06666666666666667,75.94583333333333,1.0,1.0,1.0,1.0,274
2017-10-03,Main Lake South,0.26666666666666666,74.2611111111111,1.0,1.0,1.0,0.0,275
2017-10-04,Main Lake South,0.3333333333333333,74.725,1.0,1.0,1.0,0.0,276
2017-10-05,Main Lake South,0.3333333333333333,68.5,1.0,1.0,1.0,0.0,277
2017-10-06,Main Lake South,0.5,68.5,1.0,1.0,1.0,0.0,278
2017-10-07,Main Lake South,1.0,,1.0,1.0,1.0,0.0,279
2017-10-08,Main Lake South,1.0,,1.0,1.0,1.0,0.0,280
2017-10-09,Main Lake South,1.0,,1.0,1.0,1.0,0.0,281
2017-10-10,Main Lake South,,,,,,,282
2017-10-11,Main Lake South,,,,,,,283
2017-10-12,Main Lake South,,,,,,,284
2017-10-13,Main Lake South,,,,,,,285
2017-10-14,Main Lake South,,,,,,,286
2017-10-15,Main Lake South,,,,,,,287
2017-10-16,Main Lake South,,,,,,,288
2017-10-17,Main Lake South,,,,,,,289
2017-10-18,Main Lake South,,,,,,,290
2017-10-19,Main Lake South,,,,,,,291
2017-10-20,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,292
2017-10-21,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,293
2017-10-22,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,294
2017-10-23,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,295
2017-10-24,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,296
2017-10-25,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,297
2017-10-26,Main Lake South,0.0,65.0,0.0,0.0,0.0,0.0,298
2017-10-27,Main Lake South,,,,,,,299
2017-10-28,Main Lake South,,,,,,,300
2017-10-29,Main Lake South,,,,,,,301
2017-10-30,Main Lake South,,,,,,,302
2017-10-31,Main Lake South,,,,,,,303
2017-11-01,Main Lake South,,,,,,,304
2017-11-02,Main Lake South,,,,,,,305
2017-11-03,Main Lake South,,,,,,,306
2017-11-04,Main Lake South,,,,,,,307
2017-11-05,Main Lake South,,,,,,,308
2017-11-06,Main Lake South,,,,,,,309
2017-11-07,Main Lake South,,,,,,,310
2017-11-08,Main Lake South,,,,,,,311
2017-11-09,Main Lake South,,,,,,,312
2017-11-10,Main Lake South,,,,,,,313
2017-11-11,Main Lake South,,,,,,,314
2017-11-12,Main Lake South,,,,,,,315
2017-11-13,Main Lake South,,,,,,,316
2017-11-14,Main Lake South,,,,,,,317
2017-11-15,Main Lake South,,,,,,,318
2017-11-16,Main Lake South,,,,,,,319
2017-11-17,Main Lake South,,,,,,,320
2017-11-18,Main Lake South,,,,,,,321
2017-11-19,Main Lake South,,,,,,,322
2017-11-20,Main Lake South,,,,,,,323
2017-11-21,Main Lake South,,,,,,,324
2017-11-22,Main Lake South,,,,,,,325
2017-11-23,Main Lake South,,,,,,,326
2017-11-24,Main Lake South,,,,,,,327
2017-11-25,Main Lake South,,,,,,,328
2017-11-26,Main Lake South,,,,,,,329
2017-11-27,Main Lake South,,,,,,,330
2017-11-28,Main Lake South,,,,,,,331
2017-11-29,Main Lake South,,,,,,,332
2017-11-30,Main Lake South,,,,,,,333
2017-12-01,Main Lake South,,,,,,,334
2017-12-02,Main Lake South,,,,,,,335
2017-12-03,Main Lake South,,,,,,,336
2017-12-04,Main Lake South,,,,,,,337
2017-12-05,Main Lake South,,,,,,,338
2017-12-06,Main Lake South,,,,,,,339
2017-12-07,Main Lake South,,,,,,,340
2017-12-08,Main Lake South,,,,,,,341
2017-12-09,Main Lake South,,,,,,,342
2017-12-10,Main Lake South,,,,,,,343
2017-12-11,Main Lake South,,,,,,,344
2017-12-12,Main Lake South,,,,,,,345
2017-12-13,Main Lake South,,,,,,,346
2017-12-14,Main Lake South,,,,,,,347
2017-12-15,Main Lake South,,,,,,,348
2017-12-16,Main Lake South,,,,,,,349
2017-12-17,Main Lake South,,,,,,,350
2017-12-18,Main Lake South,,,,,,,351
2017-12-19,Main Lake South,,,,,,,352
2017-12-20,Main Lake South,,,,,,,353
2017-12-21,Main Lake South,,,,,,,354
2017-12-22,Main Lake South,,,,,,,355
2017-12-23,Main Lake South,,,,,,,356
2017-12-24,Main Lake South,,,,,,,357
2017-12-25,Main Lake South,,,,,,,358
2017-12-26,Main Lake South,,,,,,,359
2017-12-27,Main Lake South,,,,,,,360
2017-12-28,Main Lake South,,,,,,,361
2017-12-29,Main Lake South,,,,,,,362
2017-12-30,Main Lake South,,,,,,,363
2017-12-31,Main Lake South,,,,,,,364
2018-01-01,Main Lake South,,,,,,,0
2018-01-02,Main Lake South,,,,,,,1
2018-01-03,Main Lake South,,,,,,,2
2018-01-04,Main Lake South,,,,,,,3
2018-01-05,Main Lake South,,,,,,,4
2018-01-06,Main Lake South,,,,,,,5
2018-01-07,Main Lake South,,,,,,,6
2018-01-08,Main Lake South,,,,,,,7
2018-01-09,Main Lake South,,,,,,,8
2018-01-10,Main Lake South,,,,,,,9
2018-01-11,Main Lake South,,,,,,,10
2018-01-12,Main Lake South,,,,,,,11
2018-01-13,Main Lake South,,,,,,,12
2018-01-14,Main Lake South,,,,,,,13
2018-01-15,Main Lake South,,,,,,,14
2018-01-16,Main Lake South,,,,,,,15
2018-01-17,Main Lake South,,,,,,,16
2018-01-18,Main Lake South,,,,,,,17
2018-01-19,Main Lake South,,,,,,,18
2018-01-20,Main Lake South,,,,,,,19
2018-01-21,Main Lake South,,,,,,,20
2018-01-22,Main Lake South,,,,,,,21
2018-01-23,Main Lake South,,,,,,,22
2018-01-24,Main Lake South,,,,,,,23
2018-01-25,Main Lake South,,,,,,,24
2018-01-26,Main Lake South,,,,,,,25
2018-01-27,Main Lake South,,,,,,,26
2018-01-28,Main Lake South,,,,,,,27
2018-01-29,Main Lake South,,,,,,,28
2018-01-30,Main Lake South,,,,,,,29
2018-01-31,Main Lake South,,,,,,,30
2018-02-01,Main Lake South,,,,,,,31
2018-02-02,Main Lake South,,,,,,,32
2018-02-03,Main Lake South,,,,,,,33
2018-02-04,Main Lake South,,,,,,,34
2018-02-05,Main Lake South,,,,,,,35
2018-02-06,Main Lake South,,,,,,,36
2018-02-07,Main Lake South,,,,,,,37
2018-02-08,Main Lake South,,,,,,,38
2018-02-09,Main Lake South,,,,,,,39
2018-02-10,Main Lake South,,,,,,,40
2018-02-11,Main Lake South,,,,,,,41
2018-02-12,Main Lake South,,,,,,,42
2018-02-13,Main Lake South,,,,,,,43
2018-02-14,Main Lake South,,,,,,,44
2018-02-15,Main Lake South,,,,,,,45
2018-02-16,Main Lake South,,,,,,,46
2018-02-17,Main Lake South,,,,,,,47
2018-02-18,Main Lake South,,,,,,,48
2018-02-19,Main Lake South,,,,,,,49
2018-02-20,Main Lake South,,,,,,,50
2018-02-21,Main Lake South,,,,,,,51
2018-02-22,Main Lake South,,,,,,,52
2018-02-23,Main Lake South,,,,,,,53
2018-02-24,Main Lake South,,,,,,,54
2018-02-25,Main Lake South,,,,,,,55
2018-02-26,Main Lake South,,,,,,,56
2018-02-27,Main Lake South,,,,,,,57
2018-02-28,Main Lake South,,,,,,,58
2018-03-01,Main Lake South,,,,,,,59
2018-03-02,Main Lake South,,,,,,,60
2018-03-03,Main Lake South,,,,,,,61
2018-03-04,Main Lake South,,,,,,,62
2018-03-05,Main Lake South,,,,,,,63
2018-03-06,Main Lake South,,,,,,,64
2018-03-07,Main Lake South,,,,,,,65
2018-03-08,Main Lake South,,,,,,,66
2018-03-09,Main Lake South,,,,,,,67
2018-03-10,Main Lake South,,,,,,,68
2018-03-11,Main Lake South,,,,,,,69
2018-03-12,Main Lake South,,,,,,,70
2018-03-13,Main Lake South,,,,,,,71
2018-03-14,Main Lake South,,,,,,,72
2018-03-15,Main Lake South,,,,,,,73
2018-03-16,Main Lake South,,,,,,,74
2018-03-17,Main Lake South,,,,,,,75
2018-03-18,Main Lake South,,,,,,,76
2018-03-19,Main Lake South,,,,,,,77
2018-03-20,Main Lake South,,,,,,,78
2018-03-21,Main Lake South,,,,,,,79
2018-03-22,Main Lake South,,,,,,,80
2018-03-23,Main Lake South,,,,,,,81
2018-03-24,Main Lake South,,,,,,,82
2018-03-25,Main Lake South,,,,,,,83
2018-03-26,Main Lake South,,,,,,,84
2018-03-27,Main Lake South,,,,,,,85
2018-03-28,Main Lake South,,,,,,,86
2018-03-29,Main Lake South,,,,,,,87
2018-03-30,Main Lake South,,,,,,,88
2018-03-31,Main Lake South,,,,,,,89
2018-04-01,Main Lake South,,,,,,,90
2018-04-02,Main Lake South,,,,,,,91
2018-04-03,Main Lake South,,,,,,,92
2018-04-04,Main Lake South,,,,,,,93
2018-04-05,Main Lake South,,,,,,,94
2018-04-06,Main Lake South,,,,,,,95
2018-04-07,Main Lake South,,,,,,,96
2018-04-08,Main Lake South,,,,,,,97
2018-04-09,Main Lake South,,,,,,,98
2018-04-10,Main Lake South,,,,,,,99
2018-04-11,Main Lake South,,,,,,,100
2018-04-12,Main Lake South,,,,,,,101
2018-04-13,Main Lake South,,,,,,,102
2018-04-14,Main Lake South,,,,,,,103
2018-04-15,Main Lake South,,,,,,,104
2018-04-16,Main Lake South,,,,,,,105
2018-04-17,Main Lake South,,,,,,,106
2018-04-18,Main Lake South,,,,,,,107
2018-04-19,Main Lake South,,,,,,,108
2018-04-20,Main Lake South,,,,,,,109
2018-04-21,Main Lake South,,,,,,,110
2018-04-22,Main Lake South,,,,,,,111
2018-04-23,Main Lake South,,,,,,,112
2018-04-24,Main Lake South,,,,,,,113
2018-04-25,Main Lake South,,,,,,,114
2018-04-26,Main Lake South,,,,,,,115
2018-04-27,Main Lake South,,,,,,,116
2018-04-28,Main Lake South,,,,,,,117
2018-04-29,Main Lake South,,,,,,,118
2018-04-30,Main Lake South,,,,,,,119
2018-05-01,Main Lake South,,,,,,,120
2018-05-02,Main Lake South,,,,,,,121
2018-05-03,Main Lake South,,,,,,,122
2018-05-04,Main Lake South,,,,,,,123
2018-05-05,Main Lake South,,,,,,,124
2018-05-06,Main Lake South,,,,,,,125
2018-05-07,Main Lake South,,,,,,,126
2018-05-08,Main Lake South,,,,,,,127
2018-05-09,Main Lake South,,,,,,,128
2018-05-10,Main Lake South,,,,,,,129
2018-05-11,Main Lake South,,,,,,,130
2018-05-12,Main Lake South,,,,,,,131
2018-05-13,Main Lake South,,,,,,,132
2018-05-14,Main Lake South,,,,,,,133
2018-05-15,Main Lake South,,,,,,,134
2018-05-16,Main Lake South,,,,,,,135
2018-05-17,Main Lake South,,,,,,,136
2018-05-18,Main Lake South,,,,,,,137
2018-05-19,Main Lake South,,,,,,,138
2018-05-20,Main Lake South,,,,,,,139
2018-05-21,Main Lake South,,,,,,,140
2018-05-22,Main Lake South,,,,,,,141
2018-05-23,Main Lake South,,,,,,,142
2018-05-24,Main Lake South,,,,,,,143
2018-05-25,Main Lake South,,,,,,,144
2018-05-26,Main Lake South,,,,,,,145
2018-05-27,Main Lake South,,,,,,,146
2018-05-28,Main Lake South,,,,,,,147
2018-05-29,Main Lake South,,,,,,,148
2018-05-30,Main Lake South,,,,,,,149
2018-05-31,Main Lake South,,,,,,,150
2018-06-01,Main Lake South,,,,,,,151
2018-06-02,Main Lake South,,,,,,,152
2018-06-03,Main Lake South,,,,,,,153
2018-06-04,Main Lake South,,,,,,,154
2018-06-05,Main Lake South,,,,,,,155
2018-06-06,Main Lake South,,,,,,,156
2018-06-07,Main Lake South,,,,,,,157
2018-06-08,Main Lake South,,,,,,,158
2018-06-09,Main Lake South,1.0,,0.0,0.0,0.0,0.0,159
2018-06-10,Main Lake South,1.0,,0.0,0.0,0.0,0.0,160
2018-06-11,Main Lake South,1.0,,0.0,0.0,0.0,0.0,161
2018-06-12,Main Lake South,1.0,,0.0,0.0,0.0,0.0,162
2018-06-13,Main Lake South,1.0,,0.0,0.0,0.0,0.0,163
2018-06-14,Main Lake South,0.9333333333333332,56.0,0.0,0.0,0.0,0.0,164
2018-06-15,Main Lake South,0.825,58.275,0.0,0.0,0.0,0.0,165
2018-06-16,Main Lake South,0.95,57.85,0.0,0.0,0.0,0.0,166
2018-06-17,Main Lake South,0.95,57.85,0.0,0.0,0.0,0.0,167
2018-06-18,Main Lake South,0.95,57.85,0.0,0.0,0.0,0.0,168
2018-06-19,Main Lake South,0.95,57.85,0.0,0.0,0.0,0.0,169
2018-06-20,Main Lake South,1.2,59.3375,0.0,0.0,0.0,0.0,170
2018-06-21,Main Lake South,1.0,61.57083333333333,0.0,0.0,0.0,0.0,171
2018-06-22,Main Lake South,1.1666666666666667,62.358333333333334,0.0,0.0,0.0,0.0,172
2018-06-23,Main Lake South,0.7916666666666667,64.10833333333333,0.0,0.0,0.0,0.0,173
2018-06-24,Main Lake South,0.7916666666666667,64.10833333333333,0.0,0.0,0.0,0.0,174
2018-06-25,Main Lake South,0.6333333333333334,64.28666666666666,0.0,0.0,0.0,0.0,175
2018-06-26,Main Lake South,0.8611111111111112,64.83888888888889,0.0,0.0,0.0,0.0,176
2018-06-27,Main Lake South,0.5833333333333334,66.15555555555555,0.0,0.0,0.0,0.0,177
2018-06-28,Main Lake South,0.7870370370370371,66.25,1.0,0.0,0.0,0.0,178
2018-06-29,Main Lake South,0.5925925925925926,67.05,1.0,0.0,0.0,0.0,179
2018-06-30,Main Lake South,0.7592592592592592,68.21666666666667,1.0,0.0,0.0,0.0,180
2018-07-01,Main Lake South,0.6507936507936508,67.47142857142858,1.0,0.0,0.0,0.0,181
2018-07-02,Main Lake South,0.7592592592592592,67.88333333333334,1.0,0.0,0.0,0.0,182
2018-07-03,Main Lake South,0.5925925925925926,69.31666666666668,1.0,0.0,0.0,0.0,183
2018-07-04,Main Lake South,0.5787037037037037,69.25,1.0,0.0,0.0,0.0,184
2018-07-05,Main Lake South,0.45,70.0,0.0,0.0,0.0,0.0,185
2018-07-06,Main Lake South,0.4833333333333333,72.15666666666667,0.0,0.0,0.0,0.0,186
2018-07-07,Main Lake South,0.45476190476190476,73.75666666666666,0.0,1.0,0.0,0.0,187
2018-07-08,Main Lake South,0.45476190476190476,74.15666666666667,0.0,1.0,0.0,0.0,188
2018-07-09,Main Lake South,0.45476190476190476,74.15666666666667,0.0,1.0,0.0,0.0,189
2018-07-10,Main Lake South,0.45476190476190476,73.11666666666667,0.0,1.0,0.0,0.0,190
2018-07-11,Main Lake South,0.40476190476190477,73.13666666666667,0.0,1.0,0.0,0.0,191
2018-07-12,Main Lake South,0.5595238095238094,73.39166666666667,0.0,1.0,0.0,0.0,192
2018-07-13,Main Lake South,0.5317460317460317,73.70277777777778,0.0,1.0,0.0,0.0,193
2018-07-14,Main Lake South,0.38888888888888884,72.59722222222223,0.0,0.0,0.0,0.0,194
2018-07-15,Main Lake South,0.4666666666666666,74.11666666666667,0.0,0.0,0.0,0.0,195
2018-07-16,Main Lake South,0.38888888888888884,74.11666666666667,0.0,0.0,0.0,0.0,196
2018-07-17,Main Lake South,0.2222222222222222,75.01666666666668,1.0,0.0,0.0,0.0,197
2018-07-18,Main Lake South,0.3055555555555555,76.09666666666666,1.0,0.0,0.0,0.0,198
2018-07-19,Main Lake South,0.22916666666666666,76.36333333333333,1.0,1.0,0.0,0.0,199
2018-07-20,Main Lake South,0.2476851851851852,74.38333333333334,1.0,1.0,0.0,0.0,200
2018-07-21,Main Lake South,0.3958333333333333,74.74600000000001,1.0,1.0,0.0,0.0,201
2018-07-22,Main Lake South,0.3392857142857143,73.955,1.0,1.0,0.0,0.0,202
2018-07-23,Main Lake South,0.3392857142857143,73.955,1.0,1.0,0.0,0.0,203
2018-07-24,Main Lake South,0.3392857142857143,73.92166666666667,1.0,1.0,0.0,0.0,204
2018-07-25,Main Lake South,0.4345238095238096,73.66333333333333,1.0,1.0,0.0,0.0,205
2018-07-26,Main Lake South,0.4238095238095238,74.83,1.0,0.0,0.0,0.0,206
2018-07-27,Main Lake South,0.40793650793650793,75.31333333333333,1.0,0.0,0.0,0.0,207
2018-07-28,Main Lake South,0.4238095238095238,74.99444444444445,1.0,1.0,0.0,0.0,208
2018-07-29,Main Lake South,0.4238095238095238,74.99444444444445,1.0,1.0,0.0,0.0,209
2018-07-30,Main Lake South,0.49444444444444446,74.99444444444445,1.0,1.0,0.0,0.0,210
2018-07-31,Main Lake South,0.55,75.4888888888889,1.0,1.0,1.0,0.0,211
2018-08-01,Main Lake South,0.41111111111111115,75.90555555555555,1.0,1.0,1.0,0.0,212
2018-08-02,Main Lake South,0.3611111111111111,74.47222222222223,1.0,1.0,1.0,0.0,213
2018-08-03,Main Lake South,0.45634920634920634,74.84722222222221,1.0,1.0,1.0,0.0,214
2018-08-04,Main Lake South,0.45634920634920634,75.36333333333333,1.0,1.0,1.0,0.0,215
2018-08-05,Main Lake South,0.45634920634920634,75.36333333333333,1.0,1.0,1.0,0.0,216
2018-08-06,Main Lake South,0.45634920634920634,75.36333333333333,1.0,1.0,1.0,0.0,217
2018-08-07,Main Lake South,0.40079365079365076,74.61,1.0,1.0,0.0,0.0,218
2018-08-08,Main Lake South,0.45634920634920634,73.86,1.0,1.0,0.0,0.0,219
2018-08-09,Main Lake South,0.373015873015873,74.40799999999999,1.0,1.0,0.0,0.0,220
2018-08-10,Main Lake South,0.38888888888888884,75.428,1.0,1.0,0.0,0.0,221
2018-08-11,Main Lake South,0.3055555555555555,75.69833333333334,1.0,1.0,0.0,0.0,222
2018-08-12,Main Lake South,0.47222222222222215,75.69833333333334,1.0,1.0,0.0,0.0,223
2018-08-13,Main Lake South,0.47222222222222215,75.69833333333334,1.0,1.0,0.0,0.0,224
2018-08-14,Main Lake South,0.47222222222222215,75.915,0.0,1.0,0.0,0.0,225
2018-08-15,Main Lake South,0.39444444444444443,76.59833333333333,1.0,1.0,1.0,0.0,226
2018-08-16,Main Lake South,0.39444444444444443,77.76833333333333,1.0,1.0,1.0,0.0,227
2018-08-17,Main Lake South,0.3833333333333333,76.57388888888889,1.0,1.0,1.0,0.0,228
2018-08-18,Main Lake South,0.3,76.56555555555555,1.0,1.0,1.0,0.0,229
2018-08-19,Main Lake South,0.13333333333333333,76.89888888888889,1.0,1.0,1.0,0.0,230
2018-08-20,Main Lake South,0.13333333333333333,76.89888888888889,1.0,1.0,1.0,0.0,231
2018-08-21,Main Lake South,0.24444444444444446,77.23222222222222,1.0,1.0,1.0,0.0,232
2018-08-22,Main Lake South,0.37777777777777777,76.76555555555557,1.0,1.0,0.0,0.0,233
2018-08-23,Main Lake South,0.43333333333333335,75.52222222222223,1.0,1.0,0.0,0.0,234
2018-08-24,Main Lake South,0.3333333333333333,75.76,1.0,1.0,0.0,0.0,235
2018-08-25,Main Lake South,0.5,74.86,1.0,1.0,0.0,0.0,236
2018-08-26,Main Lake South,0.5,74.86,1.0,1.0,0.0,0.0,237
2018-08-27,Main Lake South,0.5,74.86,1.0,1.0,0.0,0.0,238
2018-08-28,Main Lake South,0.3888888888888889,74.22999999999999,1.0,1.0,0.0,0.0,239
2018-08-29,Main Lake South,0.3888888888888889,73.97,1.0,1.0,0.0,0.0,240
2018-08-30,Main Lake South,0.3666666666666667,74.194,1.0,1.0,0.0,0.0,241
2018-08-31,Main Lake South,0.557142857142857,74.97277777777778,1.0,1.0,0.0,0.0,242
2018-09-01,Main Lake South,0.4685714285714285,75.46733333333333,1.0,1.0,0.0,0.0,243
2018-09-02,Main Lake South,0.5857142857142856,76.33416666666666,1.0,1.0,0.0,0.0,244
2018-09-03,Main Lake South,0.6685714285714285,74.86733333333333,1.0,1.0,0.0,0.0,245
2018-09-04,Main Lake South,0.8357142857142856,74.92166666666667,0.0,0.0,0.0,0.0,246
2018-09-05,Main Lake South,0.7857142857142857,75.32166666666667,0.0,0.0,0.0,0.0,247
2018-09-06,Main Lake South,0.9857142857142858,74.92916666666666,0.0,0.0,0.0,0.0,248
2018-09-07,Main Lake South,1.1375000000000002,73.33749999999999,0.0,0.0,0.0,0.0,249
2018-09-08,Main Lake South,1.1375000000000002,73.33749999999999,0.0,0.0,0.0,0.0,250
2018-09-09,Main Lake South,1.31,72.27,0.0,0.0,0.0,0.0,251
2018-09-10,Main Lake South,1.3875000000000002,73.08749999999999,0.0,0.0,0.0,0.0,252
2018-09-11,Main Lake South,1.2433333333333334,71.85,1.0,1.0,0.0,0.0,253
2018-09-12,Main Lake South,1.2833333333333334,70.51,1.0,1.0,0.0,0.0,254
2018-09-13,Main Lake South,1.1233333333333335,70.28,1.0,1.0,0.0,0.0,255
2018-09-14,Main Lake South,0.8733333333333334,71.37,1.0,1.0,0.0,0.0,256
2018-09-15,Main Lake South,0.7833333333333333,71.05833333333334,1.0,1.0,0.0,0.0,257
2018-09-16,Main Lake South,0.6166666666666667,71.67,1.0,1.0,0.0,0.0,258
2018-09-17,Main Lake South,0.6166666666666667,71.67,1.0,1.0,0.0,0.0,259
2018-09-18,Main Lake South,0.5888888888888889,73.09,1.0,1.0,0.0,1.0,260
2018-09-19,Main Lake South,0.5066666666666667,74.1375,1.0,1.0,0.0,1.0,261
2018-09-20,Main Lake South,0.7666666666666667,72.8625,1.0,1.0,0.0,1.0,262
2018-09-21,Main Lake South,0.8333333333333334,71.16666666666667,1.0,1.0,0.0,1.0,263
2018-09-22,Main Lake South,1.0000000000000002,72.0,1.0,1.0,0.0,1.0,264
2018-09-23,Main Lake South,1.0000000000000002,72.0,1.0,1.0,0.0,1.0,265
2018-09-24,Main Lake South,1.0000000000000002,72.0,1.0,1.0,0.0,1.0,266
2018-09-25,Main Lake South,1.2500000000000002,67.85,0.0,0.0,0.0,0.0,267
2018-09-26,Main Lake South,1.5,66.03333333333333,0.0,0.0,0.0,0.0,268
2018-09-27,Main Lake South,1.5,64.05,0.0,0.0,0.0,0.0,269
2018-09-28,Main Lake South,1.0000000000000002,63.86666666666667,0.0,0.0,0.0,0.0,270
2018-09-29,Main Lake South,1.0000000000000002,63.86666666666667,0.0,0.0,0.0,0.0,271
2018-09-30,Main Lake South,1.0000000000000002,63.86666666666667,0.0,0.0,0.0,0.0,272
2018-10-01,Main Lake South,1.0000000000000002,63.86666666666667,0.0,0.0,0.0,0.0,273
2018-10-02,Main Lake South,1.0000000000000002,62.949999999999996,0.0,0.0,0.0,0.0,274
2018-10-03,Main Lake South,0.5000000000000002,62.15,0.0,0.0,0.0,0.0,275
2018-10-04,Main Lake South,0.5000000000000002,62.15,0.0,0.0,0.0,0.0,276
2018-10-05,Main Lake South,0.7500000000000002,60.1,0.0,0.0,0.0,0.0,277
2018-10-06,Main Lake South,0.7500000000000002,60.1,0.0,0.0,0.0,0.0,278
2018-10-07,Main Lake South,0.7500000000000002,60.1,0.0,0.0,0.0,0.0,279
2018-10-08,Main Lake South,0.7500000000000002,60.1,0.0,0.0,0.0,0.0,280
2018-10-09,Main Lake South,0.7500000000000002,60.1,0.0,0.0,0.0,0.0,281
2018-10-10,Main Lake South,0.5,59.400000000000006,0.0,0.0,0.0,0.0,282
2018-10-11,Main Lake South,0.5,59.400000000000006,0.0,0.0,0.0,0.0,283
2018-10-12,Main Lake South,,,,,,,284
2018-10-13,Main Lake South,,,,,,,285
2018-10-14,Main Lake South,,,,,,,286
2018-10-15,Main Lake South,,,,,,,287
2018-10-16,Main Lake South,,,,,,,288
2018-10-17,Main Lake South,,,,,,,289
2018-10-18,Main Lake South,,,,,,,290
2018-10-19,Main Lake South,,,,,,,291
2018-10-20,Main Lake South,,,,,,,292
2018-10-21,Main Lake South,,,,,,,293
2018-10-22,Main Lake South,,,,,,,294
2018-10-23,Main Lake South,,,,,,,295
2018-10-24,Main Lake South,,,,,,,296
2018-10-25,Main Lake South,,,,,,,297
2018-10-26,Main Lake South,,,,,,,298
2018-10-27,Main Lake South,,,,,,,299
2018-10-28,Main Lake South,,,,,,,300
2018-10-29,Main Lake South,,,,,,,301
2018-10-30,Main Lake South,,,,,,,302
2018-10-31,Main Lake South,,,,,,,303
2018-11-01,Main Lake South,,,,,,,304
2018-11-02,Main Lake South,,,,,,,305
2018-11-03,Main Lake South,,,,,,,306
2018-11-04,Main Lake South,,,,,,,307
2018-11-05,Main Lake South,,,,,,,308
2018-11-06,Main Lake South,,,,,,,309
2018-11-07,Main Lake South,,,,,,,310
2018-11-08,Main Lake South,,,,,,,311
2018-11-09,Main Lake South,,,,,,,312
2018-11-10,Main Lake South,,,,,,,313
2018-11-11,Main Lake South,,,,,,,314
2018-11-12,Main Lake South,,,,,,,315
2018-11-13,Main Lake South,,,,,,,316
2018-11-14,Main Lake South,,,,,,,317
2018-11-15,Main Lake South,,,,,,,318
2018-11-16,Main Lake South,,,,,,,319
2018-11-17,Main Lake South,,,,,,,320
2018-11-18,Main Lake South,,,,,,,321
2018-11-19,Main Lake South,,,,,,,322
2018-11-20,Main Lake South,,,,,,,323
2018-11-21,Main Lake South,,,,,,,324
2018-11-22,Main Lake South,,,,,,,325
2018-11-23,Main Lake South,,,,,,,326
2018-11-24,Main Lake South,,,,,,,327
2018-11-25,Main Lake South,,,,,,,328
2018-11-26,Main Lake South,,,,,,,329
2018-11-27,Main Lake South,,,,,,,330
2018-11-28,Main Lake South,,,,,,,331
2018-11-29,Main Lake South,,,,,,,332
2018-11-30,Main Lake South,,,,,,,333
2018-12-01,Main Lake South,,,,,,,334
2018-12-02,Main Lake South,,,,,,,335
2018-12-03,Main Lake South,,,,,,,336
2018-12-04,Main Lake South,,,,,,,337
2018-12-05,Main Lake South,,,,,,,338
2018-12-06,Main Lake South,,,,,,,339
2018-12-07,Main Lake South,,,,,,,340
2018-12-08,Main Lake South,,,,,,,341
2018-12-09,Main Lake South,,,,,,,342
2018-12-10,Main Lake South,,,,,,,343
2018-12-11,Main Lake South,,,,,,,344
2018-12-12,Main Lake South,,,,,,,345
2018-12-13,Main Lake South,,,,,,,346
2018-12-14,Main Lake South,,,,,,,347
2018-12-15,Main Lake South,,,,,,,348
