Report Date,Report Time,Waterbody,Region,Municipality,Site,Station,Bloom Intensity,ApproximateShoreLengthOfBloom,ApproximateOffShoreLengthBloom,Report Frequency,Affiliation,Web Status,Details,Water Temperature,Water Surface,CyanoTaxa,Density,OtherTaxa,Plankton_Sampling_Method,Microcystin,Anatoxin,CYN_uGL,Latitude,Longitude
9/14/2022,3:00 PM,Lake Memphremagog,Lake Memphremagog,Derby,211,Derby Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,MWA Volunteer,Generally Safe,,73,Calm,,,,,,,,44.995488,-72.18941502
9/21/2022,3:03 PM,Lake Memphremagog,Lake Memphremagog,Derby,211,Derby Bay,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,MWA Volunteer,Generally Safe,,66,Rolling,,,,,,,,44.995488,-72.18941502
7/3/2022,1:00 PM,Lake Memphremagog,Lake Memphremagog,Newport Town,212,Holbrook Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,68,Rolling,,,,,,,,44.96405385,-72.2397238
7/10/2022,11:30 AM,Lake Memphremagog,Lake Memphremagog,Newport Town,212,Holbrook Bay,1c - No Cyanobacteria Observed - other material present,N/A,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,70,Calm,,,,,,,,44.96431231,-72.24000007
7/17/2022,1:00 PM,Lake Memphremagog,Lake Memphremagog,Newport Town,212,Holbrook Bay,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,71,Calm,,,,,,,,44.96317364,-72.23754667
7/28/2022,12:30 PM,Lake Memphremagog,Lake Memphremagog,Newport Town,212,Holbrook Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,76,Calm,,,,,,,,44.96305354,-72.23738276
8/11/2022,11:00 AM,Lake Memphremagog,Lake Memphremagog,Newport Town,212,Holbrook Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,76,Calm,,,,,,,,44.96301698,-72.23716169
8/20/2022,12:30 PM,Lake Memphremagog,Lake Memphremagog,Newport Town,212,Holbrook Bay,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,74,Calm,,,,,,,,44.96298273,-72.23718428
7/24/2022,10:15 AM,Berlin Pond,Other,Berlin,301,Berlin Pond,1c - No Cyanobacteria Observed - other material present,NA,NA,Routine - Biweekly,LCC Volunteer,Generally Safe,"insect hatch, abundant floating remains",,Rolling,,,,,,,,44.18717548,-72.58774098
7/31/2022,12:05 PM,Lake Carmi,Other,Franklin,305,Lake Carmi,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,Cyanobacteria was present as small dots in water.  No blooms present in this area along beach or dock.  Water was otherwise clear with rolling waves.,65,Rolling,,,,,,,,44.97646499,-72.88504039
8/6/2022,2:17 PM,Lake Carmi,Other,Franklin,305,Lake Carmi,3 - Cyano bloom in progress (include photos),250 ft.,30+ ft.,Routine - Weekly,LCC Volunteer,High Alert,"Level 2 to 3 levels.  Cyano present and widespread, beginning to form a film in areas, easily seen throughout beachfront and dock area.  Water was calm.",,Calm,,,,,,,,44.97646815,-72.8849089
8/20/2022,11:15 AM,Lake Carmi,Other,Franklin,305,Lake Carmi,3 - Cyano bloom in progress (include photos),200,15,Routine - Biweekly,LCC Volunteer,High Alert,"Widespread bloom, very prevalent along whole beach area",,Calm,,,,,,,,44.97619783,-72.88459407
9/9/2022,11:15 AM,Lake Carmi,Other,Franklin,305,Lake Carmi,3 - Cyano bloom in progress (include photos),200+ ft,30+ ft,Routine - Weekly,LCC Volunteer,High Alert,"Full and present bloom, pea soup with oily surface area.  Very prevalent.",,Calm,,,,,,,,44.9764597,-72.88454412
9/24/2022,12:30 PM,Lake Carmi,Other,Franklin,305,Lake Carmi,1d - Little Cyano Observed - recreation not impaired (include photos),200 ft,30 ft,Routine - Biweekly,LCC Volunteer,Generally Safe,"Very clear, some areas of sight cyano but not gathering, not forming a film.  Clarity all along beach area",,Calm,,,,,,,,44.97650458,-72.88457202
9/8/2022,5:00 PM,Tinmouth Pond,Other,Tinmouth,307,Chipman Lake (Tinmouth Pond),2 - Cyano present - less than bloom levels (include photos),25,20,Supplemental,General Publicc,Low Alert,Adjacent land owners think it is a leaking septic system.,,Calm,,,,,,,,43.40314135,-73.02856746
6/30/2022,10:00 AM,Lake Dunmore,Other,Salisbury,314,Lake Dunmore,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT State Parks,Generally Safe,,,Calm,,,,,,,,43.90815487,-73.06857889
7/15/2022,10:15 AM,Lake Dunmore,Other,Salisbury,314,Lake Dunmore,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,VT State Parks,Generally Safe,Using LCC reporting form because VDH form didn't work over 7/16 wknd when trying to file report,,Calm,,,,,,,,43.90720417,-73.07625917
8/4/2022,10:38 AM,Lake Dunmore,Other,Salisbury,314,Lake Dunmore,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT State Parks,Generally Safe,,,Calm,,,,,,,,43.91007799,-73.07015818
6/22/2022,1:15 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,65,Calm,,,,,,,,44.85104004,-71.99056905
6/30/2022,1:10 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,General Public,Generally Safe,,68,Calm,,,,,,,,44.8509383,-71.99060124
7/6/2022,1:25 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,70,Rolling,,,,,,,,44.85114337,-71.99058783
7/13/2022,12:20 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,74,Calm,,,,,,,,44.85107141,-71.99058514
7/20/2022,1:00 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Calm,,,,,,,,44.85063406,-71.99070853
7/27/2022,12:45 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Calm,,,,,,,,44.85099892,-71.99056905
8/3/2022,12:45 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76,Calm,,,,,,,,44.85113084,-71.99055832
8/10/2022,1:15 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76,Calm,,,,,,,,44.85083158,-71.99059051
8/17/2022,12:10 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Calm,,,,,,,,44.85058319,-71.99060124
8/24/2022,2:15 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76,Calm,,,,,,,,44.85115104,-71.99052614
8/31/2022,1:30 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,73,Rolling,,,,,,,,44.85110041,-71.99055832
9/7/2022,1:15 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,72,Calm,,,,,,,,44.85115104,-71.99059051
9/14/2022,1:15 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,71,Rolling,,,,,,,,44.85112085,-71.99045103
9/21/2022,1:25 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,65,Calm,,,,,,,,44.85091786,-71.99060124
9/28/2022,1:15 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,61,Rolling,,,,,,,,44.85116126,-71.99060124
10/5/2022,1:30 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,61,Calm,,,,,,,,44.85113084,-71.99055832
10/12/2022,1:00 PM,Echo Lake,Other,Charleston,315,Echo Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,58,Calm,,,,,,,,44.85070489,-71.99060124
6/29/2022,2:44 PM,Gillett Pond,Other,Richmond,323,Gillett Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.35429887,-72.96323865
7/12/2022,1:35 PM,Gillett Pond,Other,Richmond,323,Gillett Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.35438871,-72.96334907
7/19/2022,2:05 PM,Gillett Pond,Other,Richmond,323,Gillett Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.35423673,-72.96314037
8/3/2022,2:25 PM,Gillett Pond,Other,Richmond,323,Gillett Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.35420604,-72.9629814
8/9/2022,10:45 AM,Gillett Pond,Other,Richmond,323,Gillett Pond,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.35417536,-72.96319597
6/24/2022,11:45 AM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,69,Calm,,,,,,,,43.75427746,-73.20209778
6/30/2022,10:15 AM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,NA,NA,Routine - Weekly,LCC Volunteer,Generally Safe,"Site is Lake Hortonia Fishing Access Boat Launch. Duckweed present. ED/LCC filed for monitor because monitor could not access tracker and we aren't sure if Site 333 is the fishing access site or some other location on the lake. Coordinates for the Fishing Access are: 43.7523000, -73.2101760",74,Calm,,,,,,,,43.7523,-73.210176
7/7/2022,4:30 PM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"duckweed preset, plus surface streaking that looked like pollen.",80,Calm,,,,,,,,43.75328085,-73.21139258
7/14/2022,11:15 AM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,some duckweed,76,Calm,,,,,,,,43.75398316,-73.21165007
7/20/2022,3:50 PM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,some duckweed present. also a thin layer of gray/brown film on water surface. not sure what that is.,83,Calm,,,,,,,,43.75232157,-73.21126623
7/27/2022,10:45 AM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,duckweed present and a thin film of brown/gray scum,75,Calm,,,,,,,,43.75371652,-73.21113749
8/5/2022,10:15 AM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,duckweed present,78,Calm,,,,,,,,43.75100724,-73.21207922
8/12/2022,3:00 PM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,minor duckweed,76,Calm,,,,,,,,43.75379717,-73.21143549
8/18/2022,12:45 PM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"a little duckweed, and a thin layer of gray scum",75,Calm,,,,,,,,43.7531152,-73.21104925
11/3/2022,10:02 AM,Lake Hortonia,Other,Sudbury,333,Lake Hortonia,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,49,Calm,,,,,,,,43.75008207,-73.21152132
6/24/2022,2:30 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,,69,Calm,,,,,,,,44.93673746,-72.21225078
6/30/2022,12:55 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,MWA Volunteer,Generally Safe,"General modest turbidity. No surface accumulations. Observing some green specks & clusters within water column.  Jar test only a few spots. Rephotographed because image blurry, tried different jar. Now realize need to find better container.",70,Rolling,,,,,,,,44.93676784,-72.2122937
7/7/2022,12:50 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,MWA Volunteer,Generally Safe,Noted more green spots at 10AM than were present during monitoring. Clarity varied within the area.,68,Calm,,,,,,,,44.9368286,-72.2122937
7/14/2022,12:30 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,MWA Volunteer,Generally Safe,"Along the bulkhead, isolated area with cat1d and water fleas (suspect Daphnia). Included small jar sample in photo. The larger jar is the standard sample at the end of the dock.",69,Calm,,,,,,,,44.93684379,-72.21220787
7/15/2022,4:00 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,2 - Cyano present - less than bloom levels (include photos),100,30,Supplemental,General Public,Low Alert,,,Rolling,,,,,,,,44.93696732,-72.21141099
7/27/2022,12:45 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,Supplemental check because of the presence of bloom conditions in Prouty Bay and south end of Newport Marina.,74,Calm,,,,,,,,44.93679822,-72.21220787
8/10/2022,12:30 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,Supplemental given the recent calm period and area proximity to the Prouty Bay outflow.  Some general turbidity.  Recent history of fuel spill and subsequent detergent clean up most noticed in the east area.,75,Calm,,,,,,,,44.93676784,-72.21225078
8/13/2022,1:39 PM,Lake Memphremagog,Lake Memphremagog,Derby,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),100,30,Supplemental,MWA Volunteer,Generally Safe,Small number of globules in collected sample,,Rolling,,,,,,,,44.93695822,-72.21139878
8/24/2022,10:40 AM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,,70,Calm,,,,,,,,44.93686278,-72.21219714
8/31/2022,12:01 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,,70,Rolling,,,,,,,,44.93679822,-72.21233661
9/2/2022,1:17 PM,Lake Memphremagog,Lake Memphremagog,Derby,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),40,20,Supplemental,MWA Volunteer,Generally Safe,,,Calm,,,,,,,,44.93694682,-72.21139878
9/7/2022,10:30 AM,Lake Memphremagog,Lake Memphremagog,Derby,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,20220907 NCD. Generally 1d with one some area trapped next to the bulkhead & dock with some minor accumulation collection on some floating veg debris (see photo ).  Advised the assist harbormaster to be on watch for changing conditions. Note the City has posted advisory sign to be alert of potential of cyano.,69,Calm,,,,,,,,44.93673746,-72.2122937
9/8/2022,10:57 AM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,2 - Cyano present - less than bloom levels (include photos),10,20,Supplemental,MWA Volunteer,Low Alert,"Most of water in area is clear but murky. Found concentrated blue-green bloom in 6"" area, mixed in with filamentous green algae.",,Calm,,,,,,,,44.93703796,-72.21143634
9/8/2022,11:45 AM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,3 - Cyano bloom in progress (include photos),15,100,Supplemental,MWA Volunteer,High Alert,Bloom extending along the Western shore by the boat access.,,Calm,,,,,,,,44.93680252,-72.21226246
9/14/2022,2:45 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,,72,Rolling,,,,,,,,44.93679822,-72.2122937
9/21/2022,11:40 AM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,"Generally cat1d with some crud trapped next to W bulkhead at the launch area. Sampled there and at the end of the dock. Noted similar conditions all along the south end of the lake. Microscopically jar-B has just a few cyano and lots of other debris, including active zooplankton. Recommend cat 1d. Also of note is the recent stormwater influx. Lake level has gone up a foot and temperature dropped. No observable surface cyano accumulations.",63,Calm,,,,,,,,44.93676784,-72.21225078
9/28/2022,12:48 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,"Some crud still trapped along west bulkhead. Foam and debris washed up at the west launch area.  Some minor debris dusting on water surface, does not show up well in photos.",57,Calm,,,,,,,,44.93661594,-72.21216495
10/5/2022,12:30 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,2 - Cyano present - less than bloom levels (include photos),Notes,Notes,Supplemental,MWA Volunteer,Low Alert,"Difficult to estimate due to light conditions. General turbidity and surface dusting. Looks to be widespread in the area. Some streaming observed on the west side about 20 ft from the launch zone. Areas trapped along the bulkhead were concentrated (cat3). As boats move in and out, the cyano is also shifted. Observed East side the cyano is mostly caught up or around the vegetation.",58,Calm,,,,,,,,44.93679822,-72.21233661
10/6/2022,1:45 PM,Lake Memphremagog,Lake Memphremagog,Derby,342,Newport City Dock,2 - Cyano present - less than bloom levels (include photos),50ft plus other areas cat 2,50ft plus the areas cat2,Supplemental,MWA Volunteer,Generally Safe,Follow-up. Improved but still cat 2 conditions. General turbidity with green specks & spots on the water surface. The cat 3 concentrations at the bulkhead are reduced to modest cat 2. Cyano caught within floating veg. NO concentrations lingering along boat ramp shoreline. Very modest streaming west of ramp. Biggest observable area was contiguous area of 50x50ft on the west side with random some smaller pockets throughout the docks.,,Calm,,,,,,,,44.93679822,-72.21225078
10/10/2022,10:40 AM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,Bloom conditions appear to have cleared around the docks. Some dusty surface lingers. No surface collection of cyano observed. Even clear along the bulkhead and other areas that tend to trap cyano.,,Calm,,,,,,,,44.93673746,-72.21225078
10/12/2022,12:25 PM,Lake Memphremagog,Lake Memphremagog,Newport,342,Newport City Dock,1d - Little Cyano Observed - recreation not impaired (include photos),,,Supplemental,MWA Volunteer,Generally Safe,,56,Calm,,,,,,,,44.93676784,-72.21220787
7/2/2022,10:45 AM,Nichols Pond,Other,Woodbury,347,Nichols Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.46202026,-72.34439577
7/15/2022,2:30 PM,Nichols Pond,Other,Woodbury,347,Nichols Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.46238781,-72.3441812
6/29/2022,10:30 AM,Lake Runnemede (Evarts Pond),Other,Windsor,354,Lake Runnemede (Evarts Pond),1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,43.48321174,-72.39143567
7/6/2022,11:30 AM,Lake Runnemede (Evarts Pond),Other,Windsor,354,Lake Runnemede (Evarts Pond),1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,43.48311152,-72.39157875
7/13/2022,11:16 AM,Lake Runnemede (Evarts Pond),Other,Windsor,354,Lake Runnemede (Evarts Pond),1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,43.47640246,-72.39642592
7/20/2022,10:20 AM,Lake Runnemede (Evarts Pond),Other,Windsor,354,Lake Runnemede (Evarts Pond),1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,43.483191,-72.3916194
8/24/2022,1:15 PM,Lake Runnemede (Evarts Pond),Other,Windsor,354,Lake Runnemede (Evarts Pond),1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,43.48325328,-72.3916194
7/14/2022,4:36 PM,Shadow Lake,Other,Glover,358,Shadow Lake,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,General Public,Generally Safe,NA- no bloom,,Calm,,,,,,,,44.67846508,-72.21560711
7/23/2022,11:00 AM,Shadow Lake,Other,Glover,358,Shadow Lake,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,General Public,Generally Safe,NA,,Calm,,,,,,,,44.67766657,-72.22503762
7/29/2022,11:00 AM,Shadow Lake,Other,Glover,358,Shadow Lake,null,,,Routine - Weekly,General Public,Generally Safe,,,Calm,,,,,,,,44.67463471,-72.22810526
8/10/2022,11:00 AM,Shadow Lake,Other,Glover,358,Shadow Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,General Public,Generally Safe,,,Calm,,,,,,,,44.67346754,-72.22824276
9/3/2022,11:00 AM,Shadow Lake,Other,Glover,358,Shadow Lake,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,General Public,Generally Safe,,,Calm,,,,,,,,44.67306439,-72.22773821
7/7/2022,2:13 PM,Lake St. Catherine,Other,Poultney,363,Lake St. Catherine,1a - No Cyanobacteria Observed - clear water,n/a,n/a,Supplemental,General Public,Generally Safe,,70,Calm,,,,,,,,43.48252887,-73.21027167
6/30/2022,10:32 AM,Ticklenaked Pond,Other,Ryegate,368,Ticklenaked Pond,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.18770483,-72.09794146
8/4/2022,9:30 AM,Ticklenaked Pond,Other,Ryegate,368,Ticklenaked Pond,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Biweekly,VT DEC,Generally Safe,,75,Calm,Aphanizomenon flos-aquae;Dolichospermum sp;Dolichospermum planctonicum;Microcystis aeruginosa;Microcystis sp. (pico);Microcystis weisenbergii;Woronichinia sp.;Aphanothece,1227.567844,,net,,,,44.18788462,-72.09913284
8/31/2022,9:30 AM,Ticklenaked Pond,Other,Ryegate,368,Ticklenaked Pond,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Biweekly,VT DEC,Generally Safe,,75,Calm,,,,,,,,44.18788462,-72.09913284
9/8/2022,12:35 PM,Ticklenaked pond,Other,Rygate,368,Ticklenaked Pond,2 - Cyano present - less than bloom levels (include photos),Throughout,Throughout,Supplemental,VT DEC Volunteer,Low Alert,,75,Calm,,,,,,,,44.18952251,-72.09847339
10/13/2022,9:30 AM,Ticklenaked Pond,Other,Ryegate,368,Ticklenaked Pond,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC,Generally Safe,,58,Rolling,Dolichospermum crassum var. spiroides;Woronichinia sp.;Dolichospermum sp;Microcystis aeruginosa;Dolichospermum planctonicum;Aphanocapsa sp. (pico),273.0301373,,net,,,,44.18788462,-72.09913284
6/24/2022,12:40 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57209122,-73.4265558
6/30/2022,12:25 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57197088,-73.4265822
7/7/2022,11:15 AM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57200145,-73.42659293
7/14/2022,1:15 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57197852,-73.42657147
7/21/2022,2:34 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57197852,-73.42662512
7/28/2022,11:30 AM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57200145,-73.4265822
8/4/2022,11:05 AM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.57197088,-73.42659293
8/11/2022,12:30 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.5719938,-73.42664657
8/18/2022,11:35 AM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57198616,-73.42661439
8/25/2022,1:20 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57196323,-73.42656074
8/31/2022,2:00 PM,Lake Champlain,Champlain - Main Lake Central,"Peru, NY",376,Ausable Point Campground Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.57200145,-73.42661439
